! (C) Copyright TOSHIBA CORPORATION 2016
! Date: 		2003-01-20
! Part Number: 		2SK3475
! Model:		RF-MOSFET


!          2SK3475         20030120

VAR        vds = 3.0

VAR        id = 0.010

!          REM     DATA    NUMBER = 1

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

  500000000  0.817  -127.6   1.603    57.6  0.0848   -25.7   0.814  -130.2

  550000000  0.822  -132.2   1.409    51.3  0.0820   -30.7   0.824  -134.7

  600000000  0.828  -136.4   1.237    46.0  0.0788   -35.3   0.834  -138.7

  650000000  0.834  -140.2   1.092    41.5  0.0757   -39.4   0.844  -142.2

  700000000  0.841  -143.7   0.975    37.6  0.0725   -43.3   0.852  -145.5

  750000000  0.847  -146.8   0.877    34.1  0.0693   -47.3   0.859  -148.5

  800000000  0.853  -149.7   0.800    30.9  0.0651   -50.9   0.865  -151.3

  850000000  0.858  -152.4   0.734    27.1  0.0611   -53.1   0.872  -153.9

  900000000  0.863  -154.9   0.669    23.5  0.0583   -55.1   0.878  -156.3

  950000000  0.867  -157.3   0.615    20.2  0.0556   -57.0   0.883  -158.6

 1000000000  0.871  -159.4   0.563    16.8  0.0535   -58.9   0.888  -160.7

 1050000000  0.875  -161.5   0.516    13.9  0.0512   -61.4   0.892  -162.7

 1100000000  0.879  -163.5   0.475    11.2  0.0485   -63.4   0.896  -164.6

 1150000000  0.882  -165.4   0.438     8.7  0.0462   -64.9   0.900  -166.5

 1200000000  0.885  -167.2   0.406     6.2  0.0440   -66.3   0.903  -168.2

 1250000000  0.888  -168.9   0.376     3.9  0.0420   -67.5   0.906  -169.8

 1300000000  0.891  -170.6   0.347     1.9  0.0402   -68.6   0.909  -171.4

 1350000000  0.894  -172.2   0.322     0.5  0.0387   -69.4   0.912  -173.0

 1400000000  0.896  -173.7   0.304    -0.6  0.0374   -70.8   0.914  -174.4

 1450000000  0.898  -175.2   0.287    -2.5  0.0359   -72.3   0.917  -175.9

 1500000000  0.900  -176.6   0.268    -4.3  0.0342   -73.5   0.919  -177.3

 1550000000  0.902  -178.0   0.250    -5.4  0.0326   -74.2   0.921  -178.6

 1600000000  0.903  -179.4   0.237    -5.5  0.0316   -74.6   0.923  -179.9

 1650000000  0.905   179.2   0.230    -5.9  0.0309   -76.0   0.924   178.8

 1700000000  0.905   177.9   0.223    -8.0  0.0296   -78.1   0.926   177.6

 1750000000  0.906   176.7   0.212   -10.1  0.0280   -79.3   0.927   176.3

 1800000000  0.907   175.4   0.201   -11.1  0.0266   -79.8   0.928   175.2

 1850000000  0.908   174.2   0.194   -11.2  0.0257   -80.2   0.930   174.0

 1900000000  0.909   173.6   0.192   -11.1  0.0254   -80.8   0.931   173.4

 1950000000  0.910   173.0   0.192   -11.9  0.0251   -82.1   0.932   172.8

 2000000000  0.910   172.5   0.191   -13.6  0.0244   -83.6   0.932   172.3

END ACDATA



VAR        vds = 11.0

VAR        id = 0.020

!          REM     DATA    NUMBER = 66

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.973   -28.3   8.966   156.7  0.0308    67.0   0.750   -30.6

  100000000  0.913   -53.0   7.795   136.6  0.0537    47.6   0.727   -56.6

  150000000  0.855   -72.4   6.579   120.4  0.0682    32.1   0.707   -76.7

  200000000  0.814   -87.5   5.470   108.2  0.0749    19.8   0.698   -91.8

  250000000  0.787   -99.0   4.693    97.7  0.0800     9.9   0.699  -103.4

  300000000  0.774  -108.4   4.002    88.4  0.0809     0.9   0.706  -112.3

  350000000  0.769  -116.0   3.472    80.2  0.0807    -5.9   0.717  -119.5

  400000000  0.769  -122.3   3.001    72.7  0.0802   -12.5   0.729  -125.4

  450000000  0.772  -127.7   2.616    66.7  0.0780   -18.4   0.741  -130.5

  500000000  0.777  -132.4   2.318    60.7  0.0758   -23.2   0.754  -134.9

  550000000  0.783  -136.5   2.046    54.9  0.0737   -27.9   0.767  -138.9

  600000000  0.791  -140.3   1.804    50.0  0.0712   -32.2   0.780  -142.3

  650000000  0.799  -143.7   1.602    45.8  0.0687   -36.1   0.792  -145.5

  700000000  0.807  -146.8   1.436    42.1  0.0661   -39.9   0.803  -148.3

  750000000  0.814  -149.7   1.298    38.7  0.0633   -43.7   0.812  -151.0

  800000000  0.822  -152.3   1.189    35.6  0.0598   -47.2   0.821  -153.5

  850000000  0.828  -154.8   1.094    31.9  0.0565   -49.3   0.830  -155.9

  900000000  0.834  -157.0   1.000    28.5  0.0542   -51.3   0.838  -158.1

  950000000  0.841  -159.2   0.921    25.2  0.0518   -53.2   0.846  -160.2

 1000000000  0.846  -161.2   0.846    21.9  0.0500   -55.0   0.852  -162.1

 1050000000  0.851  -163.2   0.777    19.1  0.0480   -57.4   0.858  -164.0

 1100000000  0.856  -165.0   0.717    16.3  0.0456   -59.4   0.864  -165.8

 1150000000  0.861  -166.8   0.662    13.9  0.0436   -60.9   0.869  -167.5

 1200000000  0.865  -168.5   0.615    11.5  0.0416   -62.4   0.874  -169.1

 1250000000  0.868  -170.1   0.570     9.1  0.0398   -63.6   0.879  -170.7

 1300000000  0.872  -171.7   0.528     7.1  0.0382   -64.6   0.883  -172.2

 1350000000  0.876  -173.2   0.490     5.8  0.0368   -65.5   0.887  -173.6

 1400000000  0.879  -174.7   0.463     4.6  0.0356   -66.8   0.890  -175.1

 1450000000  0.881  -176.1   0.438     2.6  0.0342   -68.3   0.894  -176.4

 1500000000  0.884  -177.5   0.409     0.8  0.0327   -69.4   0.897  -177.8

 1550000000  0.887  -178.9   0.382    -0.3  0.0312   -70.0   0.900  -179.1

 1600000000  0.889   179.8   0.362    -0.5  0.0303   -70.4   0.902   179.7

 1650000000  0.891   178.5   0.351    -1.0  0.0296   -71.9   0.905   178.4

 1700000000  0.892   177.3   0.341    -3.1  0.0283   -73.8   0.907   177.2

 1750000000  0.894   176.0   0.325    -5.2  0.0268   -74.9   0.909   176.0

 1800000000  0.895   174.8   0.308    -6.2  0.0255   -75.3   0.911   174.9

 1850000000  0.896   173.6   0.296    -6.4  0.0246   -75.5   0.913   173.7

 1900000000  0.897   173.1   0.294    -6.4  0.0243   -76.2   0.915   173.2

 1950000000  0.898   172.5   0.294    -7.1  0.0240   -77.4   0.916   172.6

 2000000000  0.899   171.9   0.292    -8.8  0.0233   -78.8   0.917   172.1

END ACDATA



VAR        vds = 11.0

VAR        id = 0.030

!          REM     DATA    NUMBER = 67

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.968   -30.6  10.872   155.9  0.0295    66.2   0.689   -33.9

  100000000  0.902   -56.7   9.328   135.5  0.0507    46.6   0.672   -61.9

  150000000  0.839   -76.7   7.785   119.6  0.0637    31.2   0.659   -82.7

  200000000  0.796   -91.9   6.439   107.8  0.0695    19.4   0.656   -97.9

  250000000  0.770  -103.4   5.497    97.5  0.0740     9.9   0.661  -109.0

  300000000  0.757  -112.6   4.680    88.7  0.0748     1.3   0.670  -117.5

  350000000  0.751  -119.9   4.058    80.9  0.0746    -5.1   0.683  -124.2

  400000000  0.751  -125.9   3.511    73.7  0.0743   -11.4   0.696  -129.6

  450000000  0.754  -130.9   3.067    68.0  0.0724   -17.0   0.709  -134.2

  500000000  0.759  -135.4   2.724    62.3  0.0706   -21.6   0.723  -138.2

  550000000  0.766  -139.3   2.410    56.7  0.0689   -26.0   0.737  -141.8

  600000000  0.773  -142.8   2.132    52.0  0.0667   -30.1   0.751  -144.9

  650000000  0.781  -146.0   1.899    47.9  0.0645   -33.9   0.764  -147.8

  700000000  0.790  -148.9   1.707    44.3  0.0623   -37.6   0.776  -150.4

  750000000  0.798  -151.6   1.548    41.0  0.0599   -41.3   0.787  -152.8

  800000000  0.805  -154.1   1.421    37.9  0.0566   -44.7   0.797  -155.2

  850000000  0.812  -156.3   1.310    34.3  0.0537   -46.8   0.806  -157.4

  900000000  0.819  -158.5   1.199    30.9  0.0515   -48.7   0.816  -159.4

  950000000  0.825  -160.5   1.106    27.7  0.0495   -50.7   0.824  -161.3

 1000000000  0.832  -162.4   1.018    24.4  0.0478   -52.5   0.831  -163.2

 1050000000  0.838  -164.3   0.936    21.6  0.0460   -54.9   0.838  -164.9

 1100000000  0.843  -166.1   0.866    18.9  0.0438   -56.8   0.844  -166.6

 1150000000  0.848  -167.7   0.800    16.4  0.0419   -58.2   0.850  -168.3

 1200000000  0.853  -169.4   0.744    14.0  0.0400   -59.7   0.856  -169.8

 1250000000  0.857  -171.0   0.690    11.7  0.0384   -60.9   0.861  -171.3

 1300000000  0.861  -172.5   0.640     9.7  0.0368   -61.9   0.866  -172.8

 1350000000  0.865  -173.9   0.595     8.3  0.0355   -62.8   0.871  -174.2

 1400000000  0.869  -175.4   0.562     7.1  0.0344   -64.0   0.875  -175.5

 1450000000  0.872  -176.8   0.532     5.2  0.0331   -65.4   0.879  -176.9

 1500000000  0.875  -178.1   0.499     3.3  0.0317   -66.6   0.883  -178.1

 1550000000  0.878  -179.4   0.466     2.2  0.0303   -67.2   0.886  -179.4

 1600000000  0.880   179.3   0.442     2.0  0.0294   -67.5   0.889   179.3

 1650000000  0.883   178.0   0.429     1.4  0.0288   -68.8   0.893   178.1

 1700000000  0.884   176.8   0.417    -0.7  0.0276   -70.7   0.895   176.9

 1750000000  0.886   175.6   0.397    -2.8  0.0261   -71.8   0.898   175.8

 1800000000  0.888   174.4   0.376    -3.9  0.0249   -72.1   0.901   174.6

 1850000000  0.890   173.2   0.362    -4.2  0.0241   -72.4   0.903   173.5

 1900000000  0.890   172.7   0.359    -4.2  0.0238   -73.0   0.904   172.9

 1950000000  0.891   172.1   0.359    -4.9  0.0235   -74.1   0.906   172.4

 2000000000  0.892   171.6   0.356    -6.7  0.0229   -75.5   0.907   171.9

END ACDATA



VAR        vds = 11.0

VAR        id = 0.050

!          REM     DATA    NUMBER = 68

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.964   -33.3  13.151   154.9  0.0277    65.2   0.608   -38.8

  100000000  0.890   -61.1  11.106   134.3  0.0470    45.4   0.605   -69.5

  150000000  0.825   -81.9   9.148   118.6  0.0582    30.3   0.605   -91.1

  200000000  0.782   -97.2   7.528   107.3  0.0632    19.1   0.611  -105.9

  250000000  0.756  -108.6   6.395    97.4  0.0669    10.1   0.622  -116.5

  300000000  0.743  -117.5   5.435    89.0  0.0676     2.0   0.635  -124.3

  350000000  0.737  -124.5   4.712    81.7  0.0676    -4.0   0.649  -130.2

  400000000  0.736  -130.2   4.080    74.9  0.0674   -10.0   0.663  -135.0

  450000000  0.739  -135.0   3.575    69.5  0.0659   -15.2   0.678  -139.1

  500000000  0.744  -139.1   3.182    64.0  0.0645   -19.5   0.692  -142.6

  550000000  0.750  -142.7   2.822    58.7  0.0630   -23.8   0.707  -145.7

  600000000  0.757  -145.9   2.504    54.2  0.0612   -27.7   0.721  -148.4

  650000000  0.765  -148.9   2.240    50.3  0.0595   -31.4   0.735  -150.9

  700000000  0.774  -151.6   2.021    46.8  0.0577   -34.9   0.747  -153.2

  750000000  0.782  -154.0   1.839    43.6  0.0556   -38.5   0.758  -155.4

  800000000  0.790  -156.3   1.692    40.5  0.0528   -41.7   0.769  -157.5

  850000000  0.797  -158.4   1.563    36.9  0.0501   -43.7   0.780  -159.4

  900000000  0.804  -160.4   1.433    33.6  0.0483   -45.5   0.789  -161.3

  950000000  0.811  -162.3   1.326    30.5  0.0465   -47.3   0.798  -163.1

 1000000000  0.817  -164.0   1.222    27.2  0.0450   -49.2   0.806  -164.7

 1050000000  0.823  -165.7   1.126    24.4  0.0434   -51.6   0.813  -166.4

 1100000000  0.829  -167.4   1.043    21.7  0.0414   -53.5   0.820  -167.9

 1150000000  0.835  -169.0   0.966    19.3  0.0397   -54.9   0.827  -169.5

 1200000000  0.840  -170.6   0.899    16.9  0.0381   -56.3   0.833  -170.9

 1250000000  0.844  -172.0   0.836    14.5  0.0365   -57.4   0.839  -172.3

 1300000000  0.849  -173.5   0.776    12.5  0.0351   -58.4   0.844  -173.7

 1350000000  0.854  -174.9   0.722    11.1  0.0339   -59.2   0.850  -175.0

 1400000000  0.857  -176.3   0.683     9.9  0.0329   -60.4   0.854  -176.3

 1450000000  0.861  -177.6   0.647     7.9  0.0316   -61.7   0.859  -177.5

 1500000000  0.864  -178.9   0.607     6.1  0.0303   -62.9   0.863  -178.8

 1550000000  0.867   179.8   0.568     4.9  0.0290   -63.4   0.867  -180.0

 1600000000  0.870   178.6   0.539     4.7  0.0282   -63.7   0.871   178.8

 1650000000  0.873   177.3   0.523     4.1  0.0276   -65.1   0.875   177.7

 1700000000  0.875   176.2   0.509     2.0  0.0265   -66.9   0.879   176.5

 1750000000  0.877   175.0   0.485    -0.2  0.0252   -67.9   0.882   175.4

 1800000000  0.879   173.8   0.460    -1.3  0.0241   -68.2   0.885   174.3

 1850000000  0.881   172.7   0.443    -1.6  0.0232   -68.4   0.888   173.2

 1900000000  0.882   172.1   0.440    -1.6  0.0230   -68.9   0.890   172.6

 1950000000  0.883   171.6   0.440    -2.4  0.0227   -70.0   0.892   172.1

 2000000000  0.884   171.1   0.437    -4.2  0.0221   -71.4   0.893   171.6

END ACDATA



VAR        vds = 11.0

VAR        id = 0.070

!          REM     DATA    NUMBER = 69

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.961   -34.9  14.468   154.4  0.0265    64.8   0.553   -42.4

  100000000  0.884   -63.7  12.113   133.6  0.0446    44.8   0.565   -74.9

  150000000  0.819   -84.8   9.907   118.1  0.0549    29.9   0.576   -96.7

  200000000  0.777  -100.3   8.131   107.0  0.0594    19.0   0.588  -111.3

  250000000  0.751  -111.6   6.889    97.4  0.0629    10.3   0.603  -121.3

  300000000  0.738  -120.4   5.850    89.3  0.0635     2.5   0.618  -128.6

  350000000  0.732  -127.3   5.071    82.1  0.0636    -3.2   0.633  -134.1

  400000000  0.731  -132.7   4.394    75.6  0.0634    -9.0   0.648  -138.5

  450000000  0.734  -137.4   3.857    70.4  0.0620   -14.1   0.662  -142.2

  500000000  0.738  -141.3   3.437    65.1  0.0608   -18.2   0.677  -145.4

  550000000  0.744  -144.8   3.052    59.9  0.0596   -22.3   0.691  -148.2

  600000000  0.750  -147.9   2.714    55.5  0.0580   -26.1   0.706  -150.7

  650000000  0.758  -150.7   2.433    51.7  0.0564   -29.6   0.719  -153.0

  700000000  0.766  -153.2   2.200    48.3  0.0548   -33.0   0.731  -155.1

  750000000  0.774  -155.5   2.006    45.1  0.0529   -36.6   0.743  -157.1

  800000000  0.782  -157.7   1.849    42.1  0.0503   -39.7   0.754  -159.1

  850000000  0.789  -159.7   1.710    38.5  0.0479   -41.6   0.764  -160.9

  900000000  0.796  -161.6   1.571    35.2  0.0462   -43.3   0.774  -162.6

  950000000  0.803  -163.4   1.455    32.1  0.0446   -45.1   0.783  -164.3

 1000000000  0.809  -165.1   1.343    28.8  0.0433   -47.0   0.791  -165.9

 1050000000  0.815  -166.7   1.239    26.1  0.0418   -49.3   0.799  -167.4

 1100000000  0.821  -168.3   1.149    23.4  0.0399   -51.1   0.805  -168.9

 1150000000  0.827  -169.8   1.065    20.9  0.0383   -52.6   0.812  -170.3

 1200000000  0.832  -171.4   0.992    18.6  0.0367   -53.9   0.819  -171.7

 1250000000  0.837  -172.8   0.923    16.2  0.0353   -55.1   0.825  -173.0

 1300000000  0.842  -174.2   0.857    14.2  0.0339   -56.0   0.830  -174.3

 1350000000  0.846  -175.5   0.799    12.8  0.0328   -56.8   0.836  -175.6

 1400000000  0.850  -176.9   0.756    11.6  0.0319   -58.0   0.841  -176.8

 1450000000  0.854  -178.2   0.717     9.6  0.0308   -59.4   0.846  -178.0

 1500000000  0.858  -179.4   0.673     7.7  0.0295   -60.4   0.851  -179.2

 1550000000  0.861   179.3   0.631     6.5  0.0283   -60.8   0.855   179.6

 1600000000  0.864   178.1   0.599     6.2  0.0275   -61.1   0.860   178.5

 1650000000  0.867   176.9   0.582     5.6  0.0269   -62.3   0.864   177.3

 1700000000  0.869   175.7   0.566     3.4  0.0258   -64.1   0.868   176.2

 1750000000  0.872   174.6   0.539     1.3  0.0245   -65.1   0.871   175.1

 1800000000  0.874   173.4   0.512     0.2  0.0234   -65.3   0.875   174.0

 1850000000  0.876   172.3   0.493    -0.2  0.0226   -65.2   0.878   172.9

 1900000000  0.877   171.8   0.489    -0.2  0.0224   -65.8   0.880   172.4

 1950000000  0.879   171.2   0.490    -1.0  0.0221   -66.8   0.882   171.9

 2000000000  0.880   170.7   0.486    -2.7  0.0215   -68.1   0.884   171.4

END ACDATA



VAR        vds = 11.0

VAR        id = 0.100

!          REM     DATA    NUMBER = 70

BEGIN      ACDATA

#          HZ      S       MA      R            50

% F        n11x    n11y    n21x    n21y    n12x    n12y    n22x    n22y

   50000000  0.960   -36.4  15.637   154.0  0.0252    64.2   0.496   -46.8

  100000000  0.880   -66.0  12.992   133.1  0.0421    44.4   0.526   -80.9

  150000000  0.816   -87.5  10.557   117.7  0.0517    29.6   0.550  -102.7

  200000000  0.775  -103.1   8.650   106.9  0.0557    19.1   0.570  -116.7

  250000000  0.750  -114.4   7.313    97.5  0.0590    10.5   0.588  -126.2

  300000000  0.736  -123.0   6.208    89.6  0.0594     3.1   0.605  -133.0

  350000000  0.730  -129.7   5.381    82.6  0.0596    -2.4   0.621  -138.1

  400000000  0.729  -135.1   4.664    76.3  0.0595    -8.0   0.636  -142.1

  450000000  0.731  -139.6   4.101    71.3  0.0583   -12.8   0.650  -145.4

  500000000  0.735  -143.4   3.659    66.1  0.0572   -16.8   0.664  -148.3

  550000000  0.740  -146.7   3.254    61.1  0.0562   -20.8   0.679  -150.8

  600000000  0.746  -149.6   2.900    56.8  0.0548   -24.5   0.693  -153.1

  650000000  0.754  -152.3   2.605    53.0  0.0535   -27.9   0.706  -155.2

  700000000  0.761  -154.8   2.361    49.7  0.0520   -31.3   0.718  -157.1

  750000000  0.769  -157.0   2.156    46.6  0.0503   -34.7   0.730  -158.9

  800000000  0.776  -159.1   1.991    43.6  0.0479   -37.7   0.740  -160.7

  850000000  0.783  -161.0   1.844    40.0  0.0457   -39.5   0.751  -162.4

  900000000  0.790  -162.8   1.695    36.7  0.0442   -41.3   0.760  -164.1

  950000000  0.797  -164.5   1.572    33.6  0.0428   -43.0   0.769  -165.6

 1000000000  0.803  -166.1   1.452    30.4  0.0415   -44.9   0.777  -167.1

 1050000000  0.809  -167.7   1.341    27.6  0.0401   -47.2   0.784  -168.6

 1100000000  0.815  -169.2   1.245    24.9  0.0384   -48.9   0.791  -170.0

 1150000000  0.821  -170.7   1.155    22.5  0.0369   -50.3   0.797  -171.3

 1200000000  0.826  -172.1   1.077    20.2  0.0355   -51.6   0.804  -172.6

 1250000000  0.831  -173.5   1.003    17.9  0.0341   -52.7   0.810  -173.9

 1300000000  0.836  -174.9   0.933    15.8  0.0329   -53.6   0.816  -175.1

 1350000000  0.841  -176.2   0.870    14.5  0.0318   -54.4   0.821  -176.3

 1400000000  0.845  -177.5   0.824    13.2  0.0309   -55.6   0.827  -177.5

 1450000000  0.849  -178.8   0.781    11.3  0.0298   -56.9   0.832  -178.6

 1500000000  0.853  -180.0   0.734     9.4  0.0286   -57.8   0.837  -179.7

 1550000000  0.856   178.8   0.688     8.2  0.0274   -58.3   0.842   179.1

 1600000000  0.859   177.6   0.654     7.9  0.0267   -58.5   0.847   178.0

 1650000000  0.862   176.4   0.636     7.2  0.0261   -59.7   0.851   176.9

 1700000000  0.865   175.3   0.618     5.1  0.0251   -61.4   0.856   175.8

 1750000000  0.867   174.2   0.590     2.9  0.0239   -62.3   0.860   174.8

 1800000000  0.870   173.1   0.560     1.8  0.0229   -62.4   0.864   173.7

 1850000000  0.872   171.9   0.540     1.4  0.0222   -62.4   0.868   172.6
